customer_id,age,gender,income_bucket,orders_last_12m,recency_days,avg_order_value,website_visits_30d,email_opens_90d,top_category,cat_share_electronics,cat_share_apparel,cat_share_home,cat_share_beauty,cat_share_groceries,cat_share_sports,discount_exposed_30d,feedback_text,purchase_next_30d
864,55,F,Low,2,187,73.15,10,4,Electronics,0.298,0.229,0.112,0.155,0.175,0.032,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
865,25,F,Mid,1,497,31.72,1,4,Beauty,0.004,0.263,0.073,0.41,0.17,0.08,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
866,33,M,Mid,11,15,168.7,9,2,Sports,0.157,0.104,0.222,0.014,0.128,0.375,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
867,30,F,Mid,8,46,88.53,7,5,Beauty,0.037,0.134,0.042,0.756,0.005,0.025,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
868,27,F,Mid,12,27,47.11,18,5,Apparel,0.025,0.303,0.177,0.227,0.04,0.227,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
869,23,F,High,16,34,39.08,10,6,Apparel,0.069,0.412,0.093,0.179,0.193,0.053,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
870,53,M,Low,3,178,53.18,13,2,Beauty,0.111,0.098,0.102,0.427,0.039,0.223,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
871,36,M,Mid,16,23,42.9,17,5,Groceries,0.062,0.196,0.055,0.045,0.354,0.288,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
872,55,M,High,10,107,78.85,7,10,Electronics,0.343,0.091,0.184,0.119,0.058,0.204,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
873,24,F,Low,6,60,51.07,9,4,Electronics,0.561,0.044,0.061,0.17,0.019,0.145,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
874,26,F,Mid,1,73,137.87,6,4,Groceries,0.125,0.069,0.029,0.007,0.608,0.163,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
875,40,M,Low,4,65,143.89,8,5,Electronics,0.6,0.024,0.039,0.136,0.061,0.139,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
876,22,F,Mid,9,90,39.47,13,6,Beauty,0.012,0.055,0.011,0.664,0.05,0.208,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
877,40,F,Mid,5,98,85,14,4,Home,0.156,0.261,0.496,0.019,0.036,0.031,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
878,31,F,High,7,184,82.79,8,4,Sports,0.065,0.061,0.104,0.047,0.318,0.406,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
879,18,M,Mid,5,23,303.76,3,5,Sports,0.04,0.027,0.02,0.054,0.156,0.702,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",1
880,36,F,Low,9,19,41.21,17,7,Beauty,0.098,0.026,0.151,0.476,0.225,0.025,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
881,44,M,High,6,155,90.18,9,6,Home,0.276,0.094,0.362,0.072,0.178,0.019,1,"For the price, I think this product provides great value and I would happily recommend it to others.",0
882,22,M,Mid,10,57,82.91,10,6,Electronics,0.584,0.117,0.082,0.029,0.054,0.135,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
883,46,M,Mid,8,53,47.15,4,5,Home,0.017,0.093,0.489,0.087,0.182,0.131,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
884,24,F,Low,1,715,27.51,0,6,Beauty,0.054,0.013,0.217,0.479,0.159,0.078,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
885,35,F,Mid,11,123,69.57,8,1,Electronics,0.409,0.006,0.026,0.308,0.092,0.159,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
886,18,F,High,0,381,26.59,1,7,Home,0.178,0.044,0.53,0.047,0.142,0.059,1,"For the price, I think this product provides great value and I would happily recommend it to others.",0
887,38,F,Mid,11,56,45.3,9,6,Electronics,0.401,0.18,0.083,0.069,0.215,0.052,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
888,34,M,Mid,3,437,30.77,1,5,Groceries,0.056,0.119,0.106,0.238,0.377,0.103,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
889,54,F,Mid,1,614,25.33,1,3,Apparel,0.034,0.444,0.044,0.298,0.142,0.038,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
890,33,M,Mid,11,89,49.27,8,4,Beauty,0.034,0.091,0.024,0.627,0.203,0.021,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
891,27,F,Low,6,160,67.43,7,5,Beauty,0.137,0.048,0.011,0.661,0.072,0.072,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
892,38,M,Mid,1,772,26.95,2,8,Apparel,0.003,0.627,0.14,0.078,0.004,0.148,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
893,32,M,High,11,5,37.71,12,7,Sports,0.16,0.144,0.032,0.171,0.177,0.317,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
894,24,M,High,3,520,23.61,1,4,Home,0.03,0.15,0.266,0.118,0.195,0.242,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
895,25,F,Mid,1,314,33.47,1,3,Home,0.003,0.372,0.431,0.063,0.02,0.111,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
896,31,F,Mid,2,623,25.97,0,4,Electronics,0.408,0.199,0.011,0.212,0.14,0.03,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
897,36,M,Mid,12,39,38.24,15,8,Electronics,0.312,0.119,0.223,0.187,0.097,0.061,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
898,37,F,Mid,12,18,30.25,13,4,Home,0.002,0.233,0.543,0.183,0.012,0.026,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
899,35,F,Low,6,43,243.98,4,1,Electronics,0.383,0.13,0.335,0.034,0.047,0.071,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
900,27,M,Low,2,142,207.42,4,7,Apparel,0.067,0.483,0.091,0.071,0.144,0.144,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
901,31,M,Mid,2,105,206.86,6,2,Groceries,0.04,0.042,0.091,0.038,0.788,0,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
902,37,M,Low,7,147,63.02,13,6,Electronics,0.378,0.123,0.078,0.203,0.174,0.045,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
903,33,M,Mid,14,87,32.74,15,7,Home,0.069,0.015,0.765,0.053,0.078,0.019,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
904,34,M,Low,16,51,53.68,9,5,Groceries,0.1,0.09,0.143,0.052,0.328,0.287,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",1
905,44,M,Mid,13,56,35.1,13,5,Apparel,0.075,0.54,0.006,0.163,0.005,0.211,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
906,31,M,Low,9,57,29.02,15,4,Sports,0.055,0.025,0.055,0.349,0.15,0.366,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
907,41,M,Mid,1,705,42.58,0,4,Groceries,0.105,0.104,0.101,0.042,0.57,0.079,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
908,26,F,Mid,7,53,53.67,4,3,Electronics,0.486,0.012,0.011,0.05,0.33,0.111,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
909,28,M,High,5,146,193.82,6,7,Apparel,0.092,0.426,0.182,0.188,0.038,0.074,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
910,44,F,Mid,9,41,33.07,17,10,Groceries,0.025,0.237,0.257,0.083,0.284,0.115,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
911,36,M,Low,1,611,25.36,2,2,Sports,0.174,0.188,0.058,0.205,0.006,0.37,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
912,44,M,High,5,153,55.56,6,2,Electronics,0.472,0,0.012,0.274,0.101,0.142,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
913,29,F,Low,0,523,25.58,0,2,Home,0.016,0.017,0.681,0.085,0.146,0.056,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
914,23,F,Low,5,117,159.57,4,4,Sports,0.146,0.052,0.007,0.191,0.247,0.357,1,"For the price, I think this product provides great value and I would happily recommend it to others.",1
915,45,M,Low,8,120,56.71,9,5,Electronics,0.324,0.025,0.071,0.097,0.261,0.221,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
916,38,M,Mid,9,193,81.64,11,7,Groceries,0.05,0.167,0.172,0.06,0.44,0.112,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
917,28,F,Low,1,92,221.41,3,8,Apparel,0.16,0.489,0.006,0.018,0.199,0.127,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
918,24,M,High,6,18,211.28,5,2,Home,0.039,0.155,0.535,0.076,0.095,0.099,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
919,18,F,Mid,10,8,38.87,12,13,Home,0.158,0.222,0.352,0.147,0.107,0.013,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
920,28,M,Mid,4,35,86.56,11,10,Electronics,0.316,0.223,0.2,0.189,0.068,0.004,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",1
921,51,F,Mid,6,143,54.73,7,3,Home,0.085,0.097,0.437,0.051,0.184,0.144,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
922,33,F,Mid,10,60,39.13,10,6,Beauty,0.105,0.024,0.097,0.672,0.003,0.099,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
923,33,M,Mid,4,82,40.05,11,2,Beauty,0.044,0.203,0.157,0.318,0.031,0.247,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
924,18,M,Low,10,49,72.37,7,7,Sports,0.112,0.201,0.223,0.015,0.135,0.314,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
925,49,M,Mid,1,376,32.65,0,2,Groceries,0.105,0.179,0.058,0.103,0.422,0.133,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
926,23,F,High,9,174,57.19,4,4,Sports,0.071,0.056,0.002,0.165,0.273,0.433,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
927,28,F,Low,3,21,168.33,3,11,Home,0.129,0.04,0.483,0.096,0.211,0.041,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
928,45,F,Mid,3,110,103.46,6,4,Beauty,0.165,0.207,0.057,0.463,0.005,0.103,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
929,21,F,Mid,7,170,80.33,6,8,Home,0.051,0.089,0.442,0.187,0.161,0.07,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
930,22,M,Mid,2,646,24.1,0,3,Home,0.065,0.144,0.711,0.031,0.009,0.04,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
931,56,F,Low,8,99,48.46,20,5,Electronics,0.391,0.004,0.143,0.088,0.365,0.009,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
932,37,F,Mid,10,117,83.29,4,4,Sports,0.076,0.124,0.101,0.045,0.104,0.55,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
933,27,M,Mid,0,788,23.27,1,7,Groceries,0.271,0.111,0.101,0.064,0.357,0.095,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
934,54,M,Mid,3,60,80.21,6,5,Apparel,0.017,0.593,0.026,0.033,0.267,0.065,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
935,48,F,Low,6,190,71.43,10,3,Apparel,0.117,0.495,0.009,0.018,0.102,0.258,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
936,41,M,Mid,3,61,105.35,6,6,Sports,0.046,0.067,0.212,0.132,0.156,0.387,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
937,29,M,Mid,6,141,80.07,6,1,Electronics,0.319,0.02,0.233,0.187,0.186,0.054,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
938,18,F,Mid,13,59,46.61,17,5,Groceries,0.066,0.162,0.105,0.018,0.624,0.026,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
939,42,F,Mid,1,94,299.05,5,5,Beauty,0.2,0.021,0.266,0.412,0.044,0.056,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
940,51,F,Mid,7,150,78.43,7,5,Groceries,0.018,0.117,0.263,0.102,0.463,0.037,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
941,42,F,Low,9,78,38.67,11,3,Sports,0.111,0.157,0.213,0.178,0.03,0.311,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
942,23,F,Low,0,367,38.25,0,3,Home,0.069,0.248,0.281,0.111,0.099,0.191,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
943,31,F,High,5,91,67.58,7,4,Apparel,0.031,0.453,0.041,0.248,0.139,0.088,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
944,48,F,Mid,5,122,184.08,6,4,Apparel,0.008,0.553,0.058,0.225,0.067,0.089,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
945,50,M,Mid,2,352,29.08,1,4,Beauty,0.164,0.083,0.075,0.295,0.127,0.255,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
946,36,F,Mid,1,88,174.5,8,8,Home,0.053,0.13,0.425,0.29,0.059,0.043,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
947,24,F,Low,1,760,30.86,2,6,Electronics,0.394,0.069,0.118,0.035,0.323,0.061,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
948,33,M,High,1,594,34.58,1,2,Sports,0.114,0.151,0.015,0.142,0.163,0.416,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
949,37,M,Mid,14,73,43.89,12,8,Groceries,0.09,0.252,0.165,0.121,0.348,0.024,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
950,27,M,Mid,7,162,99.2,12,4,Beauty,0.011,0.151,0.24,0.478,0.062,0.059,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
951,54,F,Low,6,106,96.37,11,5,Electronics,0.328,0.077,0.056,0.05,0.311,0.178,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
952,31,M,Mid,0,304,30.75,2,8,Apparel,0.123,0.434,0.181,0.063,0.034,0.164,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
953,24,F,Low,4,151,83.29,12,1,Apparel,0.081,0.43,0.004,0.125,0.155,0.205,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
954,38,F,Low,0,593,21,2,7,Beauty,0.084,0.019,0.33,0.376,0.078,0.113,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
955,43,M,Mid,4,87,85.64,8,7,Sports,0.03,0.21,0.011,0.019,0.201,0.529,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
956,31,F,Mid,16,21,41.77,14,6,Groceries,0.006,0.159,0.216,0.114,0.262,0.242,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
957,30,F,Low,0,433,23.95,0,3,Apparel,0.12,0.323,0.3,0.244,0.003,0.011,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
958,27,M,Low,9,165,97.03,8,4,Apparel,0.258,0.371,0.102,0.066,0.161,0.041,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
